,description,num_genre
782,exiled england child punjabi prince struggles return homeland sikh faith historical drama,4
783,ambitious young athlete endeavors revive floundering running career falling prey negative influences,4
784,ancient walled city delhi american born indian finds unexpected inner journey learns roots,4
785,come different castes son tax collector true love allowed marry sending divergent paths,4
786,indian hotel waiter forms unlikely bond pakistani colleague establishment criminal owner threatens ruin lives,4
787,jailed becoming entangled murder cop prisoner assembles team inmates hatch plan making getaway,4
788,man discovers communicate grandfather spirit leads two love stories intertwining years apart,4
789,backdrop burgeoning social unrest neophyte filmmaker makes history director india first feature length film,4
790,young man pursues dreams wealth breaking law twin brother tries better life hard work honesty,4
791,embittered former hockey star must engage sport help brother assemble team momentous match british,4
792,disillusioned rickshaw driver punjab dreams moving dubai plan butter would benefactor goes horribly wrong,4
793,teenage boy becomes smitten new drama teacher pursues despite perilous risks found,4
794,upon returning industrial hometown young man must decide whether follow dreams acquiesce father plans future,4
795,divorced mother three children runs happy household former husband brings new career oriented girlfriend picture,4
796,two young parents struggle keep marriage afloat son protected amidst financial woes career goals clashes ego,4
797,cop moonlights bodyguard young drag queen nightclub grows closer family misfit singers perform,4
798,country prepares war top egyptian official ashraf marwan makes contact israel wades shadowy game high stakes espionage,4
799,arrested rome drug related offense stefano cucchi endures harrowing week custody changes family forever based true events,4
800,risking family future banker occupied amsterdam slows nazi war machine creating underground bank fund resistance,4
801,paris actress famous gory death scenes grand guignol theater contends mysterious stalker ghosts past,4
802,verge losing business entrepreneur launches carbon tax scam thrusts web criminals intrigue murder,4
803,lives fundamentalist online troll woman reeling sex tape gone viral become dangerously intertwined provocative thriller,4
804,accidentally connecting internet two strangers form tight friendship knowing already share bond,4
805,sexually inexperienced rickshaw driver struggles build intimacy shy new wife tiny overcrowded quarters,4
806,chance phone call leads daily conversations widowed restaurant owner lonely film actor plan finally meet person,4
807,middle aged boxer mixed record becomes champion sparring partner dreaming one last chance end career victory,4
808,stepdaughter sexually assaulted party furious mother sets destroy lives four perpetrators walked away free,4
809,despite public humiliation resistance entrepreneur markets hygienic low cost sanitary pad even india poorest women afford,4
810,best friend killed uncovering political corruption idealistic young man decides become masked fighter justice,4
811,london writer bonds colorful residents guernsey learns book club formed wwii german occupation,4
812,policewoman whose childhood friend disappeared patagonia years ago starts new search find answers soon finds life danger,4
813,spiced liberally black comedy bollywood drama follows lethal love life woman marries numerous men find flawed,4
814,small town girl finally realizes dream becoming famous supermodel soon finds price glamorous new life,4
815,young artist falls aristocratic young woman whose bitter mother trained art breaking hearts,4
816,fiza brother disappears mumbai horrifying riots day fiza widowed mother hope return,4
817,onstage disaster leaves illusionist paralyzed channels magic hit radio show years later fights right die,4
818,shahid kapoor delivers searing performance bollywood take hamlet unfolds amid kashmiri culture history,4
819,american educated scion powerful indian family returns subcontinent first taste power starts corrupt path,4
820,idealistic english filmmaker casts group student actors docudrama india revolution british rule,4
821,meeting vacation ved tara sense connection vow keep real identities secret years later paths cross,4
822,learning pregnant teen grapples consequences trying go life nothing changed,4
823,dedicated government official puts career jeopardy insisting india become nuclear power goal powerful forces resist,4
824,biographical drama traces rise fame controversial brazilian evangelical leader business titan edir macedo,4
825,animal trapper living abandoned mountain town northern spain seeks resolve loneliness securing wife,4
826,priya raj polar opposites raj brash earthy pirya sophisticated something perfectionist really like oil water nonetheless dare fall love,4
827,wary dishonesty relationships two young women embark hour experiment intimacy romance flounders clock winds,4
828,wild night impulse infidelity advertising executive rajiv kaul must navigate blurred lines life death fact fiction,4
829,drug dealer starts doubts trade brother client two rappers slums battle secret addictions,4
830,two lifelong friends hunting trip scotland find nerves morals ruthlessly tested harrowing turn events,4
831,stricken seizures psychosis memory loss young new york post reporter visits doctor doctor search elusive diagnosis,4
832,two strangers meet train form bond evolves years separation reconnect reflect love,4
833,decades abandoned young child chiara finds mother asks spend days together remote location,4
834,compelling true story two peruvian detectives go undercover locate capture elusive leader shining path guerrilla army,4
835,young woman eager avoid arranged marriage moves mumbai learns hard truths show business life love,4
836,top student gets pulled cheating racket increasingly higher risks even higher rewards may lose much gains,4
837,serving time crime commit year old man forms complicated life altering bond woman advocated early release,4
838,naive madrid lawyer travels africa search younger sister gone missing part congo plagued violence strife,4
839,future technology rendered privacy obsolete detective investigates serial assassin deleted visual records,4
840,threatened creditors newly unemployed man agrees work debt collector soon discovers deal devil unexpected costs,4
841,small granddaughter sexually assaulted powerful man justice served poor frail old woman plots violent revenge,4
842,seven strangers anxiously waiting hiv test results decide bribe clinic receptionist get early learning one positive,4
843,struggling balance family ties career rising comedian parisian banlieue roots learns true price fame,4
844,crisis faith sets renowned fundamentalist preacher carlton pearson new spiritual path jeopardizes everything holds dear,4
845,aspiring teen thieves learn takes successful pickpockets streets bogot master arts trickery deception,4
846,loyal sister struggles stay afloat driving heroin addicted brother detox center looking year old daughter,4
847,recruited elite prep school year old basketball phenom confronted corruption greed amateur sports,4
848,woman alone spaceship whole life becomes enamored engineer suddenly enters life upends universe,4
849,homemaker writer prime suspects witnesses double murder one detective uncover elusive truth,4
850,argentine doctor faces legal ethical challenges travels countryside pick infant waiting adopt,4
851,indian village abuzz news major movie star coming town even town barber went school day actor visit approaches humble barber begins worry recognized,4
852,disgusted gold chain snatchers home city chennai man vows combat criminal menace taking law hands,4
853,traditional indian folklore comes alive charming film based story statwart vijaydan detha,4
854,tenacious high school girl raised foster homes inner city tries reconnect ex con father joining boys wrestling team,4
855,bleak future earth soldier endures radical genetic transformation save humanity wife fears becoming creature man,4
856,sheltered farm girl inadvertently shoots endangered philippine eagle setting police investigation exposes violence corruption,4
857,response repeated bigotry faces muslim teen amsterdam tries find sense belonging world fundamentalist islam,4
858,neil young band outlaws sow seeds strange mischief musical wonder western skies dreamlike film daryl hannah,4
859,grew tough new york neighborhood made history roxanne revenge story teen battle rap champ roxanne shante,4
860,talented teenage singer songwriter living amid domestic abuse becomes youtube sensation video hides identity goes viral,4
861,communist rule polish gynecologist sexologist defies taboo fights publish groundbreaking book love sex,4
862,american soldier imprisoned postwar japan enters dark world yakuza adopting way life repayment freedom,4
863,radio broadcaster intense attraction mysterious woman opens door tidal wave powerful emotions desires,4
864,ambitious gurukant desai ignores father advice leaves village find success turkey,4
865,enrolling college poetry course struggling rapper finds inspiration new voice slam poetry,4
866,wedding looms horizon marriage counselor strives save future laws crumbling relationship,4
867,americanized nasa scientist returns native india business trip searches nanny helped raise,4
868,accident bridge ties together three young men different social classes sparking course events forever alter lives,4
869,people town start turning dead grumpy landlord visited man recounts unsolved serial murder case years ago,4
870,abducted brother returns seemingly different man memory past days jin seok chases truth behind kidnapping,4
871,stunning cancer diagnosis spurs abbie seek future girlfriend fianc childhood sweetheart sam clueless comes dating,4
872,two shy socially awkward co workers budapest form special bond mysterious mystic connection manifests dream,4
873,martin gabi try form relationship meeting hookup app boredom creeps seek unconventional solution,4
874,twins separated court order meet camp decide reunite parents unaware dark secret drove apart years,4
875,politician human rights campaigner milada hor kov battles odds defend beliefs czechoslovakia communist rule,4
876,young woman arrives estranged sister wedding mend fences falls prey lust meets groom,4
877,inherit father company socialite ellen must first visit small hometown learns value hard work helping others,4
878,shankar performs road partner chanchal elephant appu falls russian circus performer jealousies conflicts arise,4
879,middle aged wife mother two shocks traditional multigenerational georgian household announces going live,4
880,aspiring musician falls carefree college student follows nevada desert declare love find,4
881,two mississippi families one black one white confront brutal realities prejudice farming friendship divided world war ii era,4
882,spirited year old activist photojournalist dan eldon rushes frontline dangerous relief effort somalian refugees biopic,4
883,arrival enigmatic struggling musician malibu shakes ground beneath feet teenage girl surfer boyfriend,4
884,grieving mother takes road trip friend confront man believes stole late son business idea get rich,4
885,farmer pens confession admitting wife murder death beginning macabre tale based stephen king novella,4
886,arrested crime commit aspiring musician teams inmates lucknow central form band,4
887,examining young woman murdered husband mother law psychiatrist begins reflect marriage,4
888,twenty six years massacre gwangju south korea three relatives victims come together avenge infamous orchestrator,4
889,girl born condition causes abnormal hair growth across body tries cope challenges different,4
890,reclusive psychologist agrees treat patient whose therapist missing remote cabin women test boundaries,4
891,widowed neighbors addie louis begin sleeping bed together platonically alleviate loneliness real romance begins blossom,4
892,four friends make living prostitutes morocco deal dangers stigma come profession,4
893,banished wasteland undesirables young woman struggles find feet among drug soaked desert society enclave cannibals,4
894,year old girl embarks harrowing quest survival amid sudden rise terrifying reign khmer rouge cambodia,4
895,serving time jail disgraced son returns family business new york struggles fill shoes late twin brother,4
896,trying win beloved parents young man accused arson father soon realizes insanity may defense,4
897,violently separated woman loves young man must disguise order keep meeting,4
898,settling affairs murdered mother brother man partners local thug life insurance scam putting dark path,4
899,exotic dancers chocolate city get back together trip las vegas chance prize money,4
900,spurred boredom peer pressure group suburban teens becomes increasingly violent find paths intersecting parents,4
901,man claiming divine revelation child treks across chilean desert perform miracle friend badly injured remote town,4
902,llu disinterested spanish soldier meets carlana falls quickly love soon discovers carlana true passion power,4
903,young laura carlos experience intensity fragility first love life realities gradually tarnish idealized notions romance,4
904,ellen year old anorexia nervosa goes harrowing sometimes funny journey self discovery group home run unusual doctor,4
905,age buddha philosophy nonviolence warmonger king plots destruction enemy kingdom rescue woman loves,4
906,woman small mountain village disobeys village elders sets big city search missing husband,4
907,brother becomes involved deadly bank robbery heartbroken cop vows track retrieve wayward sibling dead alive,4
908,gay activist michael glatze begins painful journey decides renounce sexuality religion drama based true story,4
909,one night stand holly develops dangerous obsession tyler transfers high school desperate keep romance alive,4
910,promising wrestler pursues gold medal never training two daughters compete commonwealth games,4
911,unfolding reverse time darkly comic crime thriller follows local sheriff hunting three bank robbery suspects one brother,4
912,spain relinquishes last colonies battle fatigued outpost engages long brutal sometimes bizarre clash filipino insurgents,4
913,raised kindly thief orphaned jimmy goes run goons falls love jyoti whose father indirectly caused parents deaths,4
914,addicted webcams voyeurism married man gets bargained online stranger tries force watch suicide,4
915,beautiful wealthy woman insatiable appetite romance leads tragedy police investigation,4
916,better spoiled prince temporarily assumes commoner identity soon learns palace gifted father new wife,4
917,abusive landowner murdered twin brother sets find killer quickly discovers everyone seems wanted dead,4
918,betrayed spanish government served former secret agent plots steal millions dollars embezzled corrupt public official,4
919,best friends sarah mindy share unexpected moment road trip years later two struggle reconnect wedding,4
920,two boyhood pals one righteous criminal take different paths adulthood love woman may prove disastrous,4
921,dawn world war ii ambitious actress pursues dreams berlin plans derail becomes joseph goebbels mistress,4
922,singapore homeless ex convict hoping reunite family forms bond chinese sex worker serving bodyguard,4
923,vulnerable singer forced choose girl loves another developed unhealthy obsession,4
924,sudden disappearance wealthy banker wife cracks open dizzying world secret fetishes desperate acts elaborate deceptions,4
925,faced rare form throat cancer teen figure skater carley allison finds strength singing online audience biopic,4
926,lives upended hiking trip leads wall street hotshot explore true feelings old pal disenchanted boyfriend,4
927,withdrawn long missing teenager reappears chilly alpine town heartbroken family begins wonder actually says,4
928,roger guenveur smith gives voice man center brutal police beating helped fuel la riots spike lee directs,4
929,serving six year prison sentence ex cop tries rebuild life hometown gets caught fallout past,4
930,young prison guard commits murder south africa ardent lawyer aims prove psychologically unbalanced role executions,4
931,pulled shady briefcase swap different reasons young strangers danny ellie spend eventful night together deal goes wrong,4
932,madly love brilliant scientist studying immunizing protein produced penguins timid med student offers body research,4
933,mother travels patagonia autistic son hopes ranger pod wild orcas help find emotional connection,4
934,assigned go undercover take impenetrable crime ring detective finds falling sway enigmatic leader,4
935,wife dies car accident grief stricken man visits estranged mother law maine try help heal,4
936,growing poses challenges chinu moves city country encounters youth culture far different used,4
937,deformed disfigured characters must find way deal society shunning differences darkly comic social drama,4
938,spending much adult life new york affable economist returns home buenos aires tries reconnect aloof father,4
939,ex con toro brother former partner crime makes desperate plea help may put toro back behind bars survives,4
940,scientist whose proof afterlife caused rash suicides forges ahead research disapproving son falls troubled woman,4
941,drama follows controversial life outspoken atheist madalyn murray hair landmark court battles infamous abduction,4
942,earthquake hits korean village housing run nuclear power plant man risks life save country imminent disaster,4
943,man diagnosed multiple sclerosis responds training ironman triathlon cranky father law help,4
944,promising student zurich opens eyes hard truths fraternity violent hazing escalates disastrous hell night,4
945,forced work coal mine world war ii two young poets find escape fall woman,4
946,cabbie chances upon childhood sweetheart tries rekindle old feelings finds mature love complicated matter,4
947,carnival two teens different classes meet years kept apart bad decisions lead boy hide girl inside float,4
948,timid nursing assistant gets new lease life neighborhood loner track degenerates broke house,4
949,long past heyday still virile boxer tries reconnect daughter confronts onset terminal degenerative neural disorder,4
950,accidental death couple young son sends grieving opposite directions forced examine life marriage,4
951,young father returns home jail eager care son become writer crime poverty flawed system threaten plans,4
952,selfish manipulative schoolteacher takes advantage schoolgirl vulnerability gratify dark narcissistic desires,4
953,years childhood sweethearts manuela olmo share night madrid discuss past possibility future,4
954,single mother boyfriend year old son take weeklong resort vacation secrets relationship strains take toll,4
955,raped home married woman chooses tell husband unaware troubled secret plan revenge,4
956,sexual assault victim unjustly tried attempted murder attacker defended retired lawyer challenges india rape culture,4
957,dj ickarus top game dazzling fans touring world gets locked loony bin taking many drugs,4
958,tasked unraveling assassination archduke franz ferdinand honorable magistrate finds targeted shadowy perpetrators,4
959,three radically different residents rostock germany become entangled violent xenophobic riot rocks beleaguered city,4
960,production crew thinks making documentary humble mumbai rickshaw driver unmasks horrifying truth film subject,4
961,wife inexplicably disappears man takes two children relocates hometown attempt end grief move,4
962,drug abuse darker side punjab rear heads intense interwoven tales cop doctor migrant worker rock star,4
963,aging california pig farmer whose property brink foreclosure makes last ditch trip across border sell prized hog,4
964,devastating earthquake hits mexico city trapped survivors walks life wait rescued trying desperately stay alive,4
965,young barack obama forges identity dealing race divergent cultures ordinary life new york city college student,4
966,years estrangement four sisters gather wake mother death may may suicide,4
967,bedouin patriarch takes second bride first wife chafes changing status daughter chases dreams autonomy,4
968,two former high school sweethearts unexpectedly reunite old hometown rediscover magical bond face shared regret,4
969,defies cruel father leaves new caledonia play rugby france young soane learns hard lessons life love success,4
970,college girl romping new york city search cocaine highs finds something real grasp see potentially slip away,4
971,randomly receiving handsome political bribe sweet poor elderly woman decides treat shopping spree go smoothly,4
972,young boy upset parents divorce becomes infatuated grandmother neighbor entrancing dancer watches window,4
973,fact based drama politically motivated cops andhra pradesh set frame four tamil laborers crime torturing avail,4
974,unemployed bollywood session violinist mumbai finally lands small gig happens way home proves truly transformative,4
975,two brothers clash half siblings visit home see dying mother surfaces old secrets becomes fight survival,4
976,royal prince arrives island fascist rule inspires rebellion among women hallucinogenic adaptation classic play,4
977,shrewd teenager wisecracking best friend plan get rich die trying following footsteps flashy female drug dealer,4
978,coming age tale follows rahul young boy growing mumbai slum whose alcoholic father abuses mother,4
979,loyalties tested cruelties revealed four business partners spend tense evening debating pay crime committed,4
980,vessel protesting nuclear testing sunk new zealand local police fight prove terrorist plot french allies,4
981,romanticized life media mogul assis chateaubriand depicts star televised trial passions achievements judged,4
982,young kashmiri man sets escape pakistan make sense brother death drifts aimlessly finding brother camera,4
983,carefree college student vicente ends desperate fight freedom well connected friend falsely accuses hit run accident,4
984,biopic profiles andries riphagen dutch criminal blackmailed jews hiding world war ii responsible hundreds deaths,4
985,ambitious man leaves small indian village america letters home stop coming brother sets adventure,4
986,lives budding dj loyal pal hopeless romantic jaded troubled couple intersect electronic dance music festival,4
987,searching ex boyfriend young drifter impulsively kidnaps baby neglectful mother pretends child,4
988,long lost buddy zack gets suburban dad kyle bus rebirth seminar sending rabbit hole psychodrama seduction violence,4
989,middle aged filmmaker meets alluring stranger party haunted troubling memories past relationships,4
990,two brothers become partners modest nightclub turn hottest spot town exhilarating run success comes price,4
991,civil war tears family apart young west african boy forced join unit mercenary fighters transform child soldier,4
992,group strangers seized awaits execution face impossible task choosing one person among worthy spared,4
993,volatile young couple together six years approach college graduation unexpected career opportunities threaten future,4
994,order keep job biomedical engineering firm prizes youth middle aged woman must submit drastic experimental procedure,4
995,reckless teens kill amish child prosecutor attempts bring youths justice despite condemnation faces community,4
996,child abducted murdered john reve walsh fought raise national awareness problem missing children,4
997,drama based real life events tells story george mckenna tough determined new principal notorious los angeles high school,4
998,lawyer husband affair mistress found dead becomes prime suspect wife must take charge defense,4
999,high school football coach charlie wedemeyer diagnosed lou gehrig disease perseveres leading team despite becoming disabled,4
1000,college age daughter suddenly begins acting erratically diagnosed schizophrenia desperate couple seeks treatment,4
1001,contracting hiv tainted blood treatment teenaged hemophiliac ryan white forced fight right attend public school,4
1002,twelve year old calvin manages join navy serves battle guadalcanal age revealed boy sent brig,4
1003,drama tells tale ricky bell pro running back tampa bay buccaneers died muscle disease prime career,4
1004,laurie joseph doctors interview sexually abused children lot energy track pedophile abused many toddlers,4
1005,beauty pageant winner stalked serial killer kidnaps sister torments family thriller based shocking true story,4
1006,making film incursion christopher columbus new world director finds bolivian locals protesting modern exploitation,4
1007,causes car accident leaves young woman amnesia man finds telling incredible lies make family happy,4
1008,covering story new york city seattle based reporter uncovers link two missing women changes article entirely,4
1009,brilliant group students become card counting experts intent swindling millions las vegas casinos playing blackjack,4
1010,one high school students attacks dedicated teacher trevor garfield grows weary gang warfare new york city school system moves california teach thinking must less hostile environment,4
1011,backdrop nigeria looming independence britain detective danladi waziri races capture killer terrorizing local women,4
1012,devastating terror attacks norway young survivor grieving families country rally justice healing based true story,4
1013,successful writer returns town launched career encountering people spark nostalgic often painfully illuminating flashbacks,4
1014,middle aged divorcee returns kolkata visit ailing father long buried memories resurface bringing new discoveries,4
1015,aspiring dancer uprooted senior year high school finds torn two boys one shot dream,4
1016,escaping bus accident killed girlfriend high school student channels grief running help new coach,4
1017,dealing personal demons death son prizefighter attempts return ring challenging rival round rematch,4
1018,single bohemian mom dorothea hoping help teen son find place man asks two young women share lives,4
1019,reporter interviews three convicts death row documentary stories emerge true motivations soliciting,4
1020,teenage ray begins transitioning female male single mom grandmother must cope change tracking father,4
1021,three indonesian women break records becoming first nation medal archery seoul olympics summer,4
1022,hoping help dissident parents two brothers sneak poland land refugees denmark prevented returning home,4
1023,five friends embark mission climb highest peak java overcoming obstacles way discovering true meaning friendship,4
1024,curious child idealistic interfaith parents observes increasingly intolerant world family faces financial strain,4
1025,wife death overworked engineer struggles care son autism regresses fantasy world escape real life bullying,4
1026,center engrossing melodrama golden globe nominated turn debra winger plays sheltered slow witted woman living widowed aunt frances working dry cleaners,4
1027,ruthless corporate headhunter battles rival promotion dealing family crisis threatens derail career,4
1028,abel morales tries avoid corruption easy path pursues american dream amid increasingly violent business war new york city,4
1029,amsterdam headstrong violin maker finds immersed peril tragedy challenging businessmen threaten community,4
1030,guard catches writer television host shoplifting instead turning asks friend begins rule life,4
1031,nina thinks husband james cheating sets prove calling pretending another woman,4
1032,amid impasse marriage father tehran beset bitter feud involving family pious caretaker hired aging dad,4
1033,ace news producer amy called back louisiana hometown memories used might come flooding back,4
1034,based memoirs author amos oz poetic drama shares family tale suffering survival early years independent israel,4
1035,bad boy landon cast opposite campus bookworm jamie high school play romance blooms tragedy threatens tear apart,4
1036,series coincidences brings two star crossed lovers together fate pulls apart encounter istanbul,4
1037,decision india supreme court establish caste based reservations jobs education causes conflict teacher mentor,4
1038,learns terminal cancer cynical gambler chronic smoker ditches fianc e snubs doctors checks nursing home die,4
1039,disenfranchised year old girl connects older man internet brief one sided affair descends obsession anorexia,4
1040,black high school student sets sights national hockey league rising racial tensions community may jeopardize goals,4
1041,american girl british lad fall love amid social political upheaval musical featuring songs beatles,4
1042,lifelong friends roz lil fall love teenage sons must carry affairs relative secrecy,4
1043,prep school loner films two classmates overdosing cocaine footage plays role emotional fallout within school community,4
1044,dramatized depiction day disappearance novelist agatha christie solving real murder amid crisis writing marriage,4
1045,stood groom altar young woman finds help healing another man ex fianc returns hoping win back,4
1046,vacation parents away concrete urban existence young girl learns appreciate joys connecting nature,4
1047,learning son death battlefield grieving berlin couple embark quietly dangerous act resistance adolf hitler,4
1048,fulfill husband dream build home widow sends five children earn money cairo poverty tests every turn,4
1049,struggling endure tightly wound wife unfulfilling job surly teen man becomes obsessed one daughter friends,4
1050,neo nazi gets sent prison murder comes changed man prevent younger brother following footsteps,4
1051,teenage girl leaves dull life oklahoma join raucous band travelling magazine sellers alcohol drug sex filled road trip,4
1052,navy seal haunted wartime memories tries rebuild life home even one last mission threatens unravel everything,4
1053,based el ayyat train accident drama begins minutes explosion following lives riders third class cars,4
1054,assignment war zone journalist trying put life back together granted interview someone claiming god,4
1055,sexually harassed drunken politician performing public event village dancer plots revenge clear name,4
1056,popular professor attacked new york street story series intertwined events led life altering assault unfolds,4
1057,violent assault leaves vulnerable streetwise chicago cop receives help haunted loner struggling traumas,4
1058,photographer invites close knit group female pals goa home announce engagement stirs riot emotion,4
1059,young medical intern sets fight justice negligence surgeon looked ends tragedy,4
1060,overtaken death beloved grieving woman decides take spontaneous trip visit friend get life back track,4
1061,seeking refuge hindu temple tragic death girl loved muslim youth caught police mistake enemy,4
1062,newly orphaned aram leaves beirut live grandfather los angeles overwhelmed culture shock falls prey armenian gang,4
1063,mysterious lights imbue extraordinary powers teenager goes run authorities friend harbors crush,4
1064,biopic traces tumultuous life career top cricket player mohammad azharuddin led india national team,4
1065,orphaned loose ends young mukesh falls seductive orbit married sarika leads ever deeper world sex betrayal,4
1066,following turkey bloody coup widowed reporter returns aegean hometown bringing son last wish estranged father,4
1067,american couple vacationing morocco falls victim random act violence series events unfolds across four countries,4
1068,two would robbers accidentally kill made man find run south philly italian mob,4
1069,haunted visions dead psychologist peter returns home confront long ago trauma trip exorcise embolden ghosts,4
1070,young woman suspected practicing black magic witchcraft demonized forced live apart family,4
1071,detective license kill roams old west wrangle confederate war criminals meets pioneer woman throws journey track,4
1072,offered deal snitch fellow prisoners inmate faces tough dilemma act interest help may need,4
1073,futile attempts better lives honest work three broke friends opt dubious means making money kidnapping ransom,4
1074,young man challenges traditional customs standing father woman loves promised wealthy expatriate,4
1075,passionate romance roguish barrister tom lefroy serves inspiration works budding novelist jane austen,4
1076,heart broken man seduced party young ambitious woman concocts scheme get revenge,4
1077,engaged fashion editor begins torrid affair female roofer threatens turn lives upside,4
1078,set grey city cities love installment star studded story collection redemptive love crushing loss everyday romances,4
1079,young woman faces pressure marry brother law sister dies giving birth secretly love someone else,4
1080,youthful drug dealer mumbai must change ways sister raised assaulted boss imprisoned defending,4
1081,siddharth dismisses warnings palace might haunted ghostly occurrences force reconsider beliefs,4
1082,year old girl married man twice age forced contend predatory nature male dominated society,4
1083,boy trades boxing school ballet lessons may take newfound talent way top win disapproving father,4
1084,torn demanding corporate career passion music turbulent family life man struggles keep inner demons check,4
1085,inspired classic contemporary literature four renowned marathi directors create four individual stories anthology short films,4
1086,low income families move thriving black community chicago find odds politicians maintain status,4
1087,lazarus finds rae beaten near death acts father figure help redeem saving anyone lazarus must face demons,4
1088,old tragedy lingering animosity erupt man returns patagonia convince estranged brother sell family isolated property,4
1089,influential unsung country songwriter reflects career love life drove write personal music,4
1090,devastating injury derails career scrappy world champion boxer vinny pazienza determines make odds comeback,4
1091,cocaine smuggler george rises poverty become one biggest drug dealers america eventual downfall,4
1092,determined fall love year old adele focused boys blue haired girl meets street really piques interest,4
1093,cindy dean muddle languishing marriage hearken back golden days life filled possibility romance,4
1094,learning sole survivors eerie apocalypse young american couple vacation iceland ponder love future,4
1095,en route fresh start los angeles young couple alex scarlett stop sleepy southwestern town loosens grip reality,4
1096,years minors struggling baseball player retires returns home faces last person struck ex girlfriend,4
1097,mid australia two small town teenage boys befriend enigmatic middle aged surfer urges see thrill facing fears,4
1098,three cops find hurtling toward crime scene one fatal night tense edge seat thriller,4
1099,leaving iowa stars eyes ali arrives los angeles burlesque lounge dreams taking stage soaring voice,4
1100,aspiring writer goes airport pick high school friend returning trip africa disheartened see another man,4
1101,historical drama explores long often volatile friendship painter paul c zanne writer mile zola first met schoolboys,4
1102,witnessing child death violent clash former soccer player launches youth team help local kids avoid bloodshed,4
1103,five calendar models try navigate twists turns thrown path seductive ruthless world glamour,4
1104,fresh army recruit amy cole assigned guantanamo bay camp x ray forms surprising bond one prisoners charge,4
1105,low level drug dealer decides move ranks illegal narcotics trade darndale dublin putting gang violent path,4
1106,sarah leaves son philippines reunite husband london struggles personally professionally care home worker,4
1107,glamorous married woman aspiring photographer embark passionate forbidden romance forever change lives,4
1108,vying spot american ballet company dance students ready push bodies minds limit realize dreams,4
1109,horde enemy invaders bearing four sons illustrious sikh guru lead tiny valiant army desperate fight freedom,4
1110,secretive woman breezes quiet town subdued neighbors get swept curiosity ethereal presence,4
1111,spanning lyrical love story two childhood neighbors plays amidst rapidly evolving indonesia,4
1112,senator ted kennedy watches future unravel wake infamous car crash family allies vie protect reputation,4
1113,related tales family seeking refuge two men train amritsar evoke dreadful unease surrounding hindu sikh tensions punjab,4
1114,turbulent british colonial india teenager joins ragtag army schoolboys determined overthrow foreign conquerors,4
1115,soccer goalie claudio tamburrini kidnapped argentine military several months later joins prisoners planning daring escape,4
1116,growing rio de janeiro slum rocket able avoid drawn life drugs crime passion photography,4
1117,moody london burned sleuth sinks world corruption murderous romance tackles mysterious case missing sex worker,4
1118,civil war looms runaway slave seeks freedom west point cadets find camaraderie shattered choose north south,4
1119,martin claudia top flight lawyers happen former lovers become targets teamed defend notorious terrorist,4
1120,middle aged actress cast film adaptation play made famous years earlier much less glamorous role,4
1121,controversial basketball coach ken carter puts school sports benches undefeated high school team poor academic performance,4
1122,boyfriend caught chilean coup young woman tries free prison camp posing commune joining voluntarily,4
1123,seeking inspiration young th century painter finds woman love muse willing subject work becomes controversial,4
1124,photographer girlfriend vanishes l graphic designer starts investigation uncovers web deceit crime corruption,4
1125,lured majestic remote villa old lover erotic novelist finds falling mysterious woman descending moral abyss,4
1126,lesbian housewife feeling trapped stale marriage begins visiting female prostitutes soon seeks excitement becoming sex worker,4
1127,secrets bubble surface sensual encounter unforeseen crime entangle two friends woman caught,4
1128,sentenced death committing rape convict navigates final trying days alongside allies enemies prison,4
1129,two teenagers print counterfeit money high school art room things go terribly wrong debt ridden teacher becomes suspicious,4
1130,post sept los angeles tensions erupt lives people walks life converge hour period,4
1131,family bonds revived father diagnosed cancer bittersweet drama dutiful son john cares aging father jake without complaint,4
1132,maya finally hooks online dream girl discover deeply involved older sugar daddy man maya knows well,4
1133,retired government worker continues dedicate public service principled ways soon clash extravagant sons,4
1134,lesbian daughter fights arranged marriage india islamic fundamentalist targets anti extremist muslim scholar new york,4
1135,refusing accept death sentence doctor diagnosed aids ron woodroof smuggles medications abroad,4
1136,adaptation tv series tara recovers injury pursues career u grapples love professional rejection,4
1137,years battling deep depression young woman attempts pass important exam help fellow student,4
1138,irish landscape designer mary reynolds fights bring wild unconventional style esteemed chelsea flower show,4
1139,bangla thriller inspired true story discovery charred corpse woods leads high profile murder investigation,4
1140,detective cold murder case discovers famous writer latest novel contains details chillingly similar crime investigating,4
1141,years surviving brutal crime child libby day comes believe brother testified committing may innocent,4
1142,returning school getting married popular farmer begins arouse resentment jealousy among around,4
1143,following shooting death older brother depressed aimless year old boy falls gang rural arkansas,4
1144,series strange deaths high school reporter tries pin killer targeting students eligible prestigious scholarship,4
1145,severe drought ravaged dystopia youngest farm family starts quest revenge brothers betray leave dead,4
1146,small finnish island teenage girl love married fisherman becomes center tragic witch hunt power struggle,4
1147,science student shesh shahi shy eccentric strange connection nature examined team mental hospital doctors gripping portrait schizophrenia emerges,4
1148,attractive young woman goes work chambermaid troublesome couple wife unreasonable husband stop hitting,4
1149,sophisticated son powerful businessman falls simple free spirited girl whose older sister love,4
1150,delusional ex con rejoins unhinged former partners one last job kidnap baby mobster enemy ransom,4
1151,fbi agent joe pistone goes undercover infiltrate mob starts identify made men charged taking,4
1152,sister aloysius begins doubts doting father flynn seems become overly involved life african american pupil,4
1153,young dancer grapples dream join famed ballet company wishes mother pushes pursue practical path,4
